,Country Code,Country Name,Subject,Measure,Year,Unit,PowerCode,Value
22695,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1981,Percentage,Units,85.286834
22696,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1982,Percentage,Units,86.68911999999999
22697,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1983,Percentage,Units,85.023113
22698,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1984,Percentage,Units,84.14670600000001
22699,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1985,Percentage,Units,85.239568
22700,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1986,Percentage,Units,85.26438900000001
22701,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1987,Percentage,Units,84.95006
22702,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1988,Percentage,Units,87.977548
22703,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1989,Percentage,Units,88.034266
22704,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1990,Percentage,Units,88.327145
22705,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1991,Percentage,Units,87.682586
22706,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1992,Percentage,Units,84.866029
22707,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1993,Percentage,Units,82.858097
22708,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1994,Percentage,Units,82.200389
22709,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1995,Percentage,Units,82.063965
22710,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1996,Percentage,Units,82.671409
22711,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1997,Percentage,Units,81.418442
22712,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1998,Percentage,Units,81.934711
22713,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1999,Percentage,Units,81.898666
22714,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2000,Percentage,Units,81.781194
22715,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2001,Percentage,Units,83.93056899999999
22716,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2002,Percentage,Units,85.09728100000001
22717,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2003,Percentage,Units,85.927084
22718,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2004,Percentage,Units,85.436236
22719,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2005,Percentage,Units,86.259738
22720,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2006,Percentage,Units,85.512889
22721,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2007,Percentage,Units,85.942495
22722,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2008,Percentage,Units,86.636248
22723,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2009,Percentage,Units,90.187505
22724,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2010,Percentage,Units,89.719639
22725,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2011,Percentage,Units,89.44335799999999
22726,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2012,Percentage,Units,89.598527
22727,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2013,Percentage,Units,89.965846
22728,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2014,Percentage,Units,90.644253
22729,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2015,Percentage,Units,89.311762
22730,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2016,Percentage,Units,90.111124
22731,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2017,Percentage,Units,89.828056
22732,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2018,Percentage,Units,89.012085
22733,GBR,United Kingdom,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2019,Percentage,Units,89.282046
25475,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",1997,National currency,Millions,14985400.0
25476,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",1998,National currency,Millions,17163100.0
25477,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",1999,National currency,Millions,19146000.0
25478,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2000,National currency,Millions,20982800.0
25479,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2001,National currency,Millions,22561800.0
25480,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2002,National currency,Millions,24321800.0
25481,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2003,National currency,Millions,26982500.0
25482,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2004,National currency,Millions,30651900.0
25483,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2005,National currency,Millions,34958200.0
25484,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2006,National currency,Millions,40486400.0
25485,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2007,National currency,Millions,47141900.0
25486,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2008,National currency,Millions,54561900.0
25487,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2009,National currency,Millions,59895400.0
25488,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2010,National currency,Millions,72938200.0
25489,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2011,National currency,Millions,85651700.0
25490,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2012,National currency,Millions,96370500.0
25491,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2013,National currency,Millions,108981300.0
25492,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2014,National currency,Millions,122141700.0
25493,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2015,National currency,Millions,133907300.0
25494,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2016,National currency,Millions,149647100.0
25495,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2017,National currency,Millions,166284500.0
25496,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2018,National currency,Millions,186090900.0
25497,IND,India,Gross Domestic Product (GDP); millions,"National currency, current prices",2019,National currency,Millions,199669300.0
25498,IND,India,GDP per head of population,"National currency, current prices",1997,National currency,Units,15364.429569999998
25499,IND,India,GDP per head of population,"National currency, current prices",1998,National currency,Units,17286.095484999998
25500,IND,India,GDP per head of population,"National currency, current prices",1999,National currency,Units,18949.150845
25501,IND,India,GDP per head of population,"National currency, current prices",2000,National currency,Units,20415.201966999997
25502,IND,India,GDP per head of population,"National currency, current prices",2001,National currency,Units,21586.92078
25503,IND,India,GDP per head of population,"National currency, current prices",2002,National currency,Units,22890.816836
25504,IND,India,GDP per head of population,"National currency, current prices",2003,National currency,Units,24987.446116
25505,IND,India,GDP per head of population,"National currency, current prices",2004,National currency,Units,27938.729969
25506,IND,India,GDP per head of population,"National currency, current prices",2005,National currency,Units,31374.085492000002
25507,IND,India,GDP per head of population,"National currency, current prices",2006,National currency,Units,35817.349487
25508,IND,India,GDP per head of population,"National currency, current prices",2007,National currency,Units,41118.944699
25509,IND,India,GDP per head of population,"National currency, current prices",2008,National currency,Units,46931.108945
25510,IND,India,GDP per head of population,"National currency, current prices",2009,National currency,Units,50814.159655
25511,IND,India,GDP per head of population,"National currency, current prices",2010,National currency,Units,60604.002772
25512,IND,India,GDP per head of population,"National currency, current prices",2011,National currency,Units,70206.311475
25513,IND,India,GDP per head of population,"National currency, current prices",2012,National currency,Units,78032.793522
25514,IND,India,GDP per head of population,"National currency, current prices",2013,National currency,Units,87115.347722
25515,IND,India,GDP per head of population,"National currency, current prices",2014,National currency,Units,96402.288871
25516,IND,India,GDP per head of population,"National currency, current prices",2015,National currency,Units,104370.45986
25517,IND,India,GDP per head of population,"National currency, current prices",2016,National currency,Units,115201.77059000001
25518,IND,India,GDP per head of population,"National currency, current prices",2017,National currency,Units,126655.58722999999
25519,IND,India,GDP per head of population,"National currency, current prices",2018,National currency,Units,140278.35154
25520,IND,India,GDP per head of population,"National currency, current prices",2019,National currency,Units,148996.51371
25521,IND,India,GDP per person employed,"National currency, current prices",1997,National currency,Units,38382.275725
25522,IND,India,GDP per person employed,"National currency, current prices",1998,National currency,Units,43430.545188
25523,IND,India,GDP per person employed,"National currency, current prices",1999,National currency,Units,47830.561995
25524,IND,India,GDP per person employed,"National currency, current prices",2000,National currency,Units,51271.600594
25525,IND,India,GDP per person employed,"National currency, current prices",2001,National currency,Units,53749.029212
25526,IND,India,GDP per person employed,"National currency, current prices",2002,National currency,Units,56465.939536
25527,IND,India,GDP per person employed,"National currency, current prices",2003,National currency,Units,60993.803983000005
25528,IND,India,GDP per person employed,"National currency, current prices",2004,National currency,Units,67434.247434
25529,IND,India,GDP per person employed,"National currency, current prices",2005,National currency,Units,76388.49131499999
25530,IND,India,GDP per person employed,"National currency, current prices",2006,National currency,Units,88403.078771
25531,IND,India,GDP per person employed,"National currency, current prices",2007,National currency,Units,102699.17587
25532,IND,India,GDP per person employed,"National currency, current prices",2008,National currency,Units,118403.56065999999
25533,IND,India,GDP per person employed,"National currency, current prices",2009,National currency,Units,129187.65139000001
25534,IND,India,GDP per person employed,"National currency, current prices",2010,National currency,Units,156047.58135
25535,IND,India,GDP per person employed,"National currency, current prices",2011,National currency,Units,181383.22879000002
25536,IND,India,GDP per person employed,"National currency, current prices",2012,National currency,Units,201927.06609
25537,IND,India,GDP per person employed,"National currency, current prices",2013,National currency,Units,225235.91827
25538,IND,India,GDP per person employed,"National currency, current prices",2014,National currency,Units,252836.34798000002
25539,IND,India,GDP per person employed,"National currency, current prices",2015,National currency,Units,277413.66773000004
25540,IND,India,GDP per person employed,"National currency, current prices",2016,National currency,Units,309755.25445
25541,IND,India,GDP per person employed,"National currency, current prices",2017,National currency,Units,341312.81238
25542,IND,India,GDP per person employed,"National currency, current prices",2018,National currency,Units,378944.36458
25543,IND,India,GDP per person employed,"National currency, current prices",2019,National currency,Units,401252.05549
25544,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1997,US Dollar,Millions,1705875.3
25545,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1998,US Dollar,Millions,1829240.3
25546,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1999,US Dollar,Millions,2008409.2
25547,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2000,US Dollar,Millions,2171162.8
25548,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2001,US Dollar,Millions,2311425.6
25549,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2002,US Dollar,Millions,2440467.8
25550,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2003,US Dollar,Millions,2655033.7
25551,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2004,US Dollar,Millions,2929559.9
25552,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2005,US Dollar,Millions,3261837.3
25553,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2006,US Dollar,Millions,3590350.8
25554,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2007,US Dollar,Millions,4014105.6
25555,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2008,US Dollar,Millions,4337496.2
25556,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2009,US Dollar,Millions,4482225.3
25557,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2010,US Dollar,Millions,4996002.8
25558,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2011,US Dollar,Millions,5508304.9
25559,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2012,US Dollar,Millions,5963252.1
25560,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2013,US Dollar,Millions,6284229.3
25561,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2014,US Dollar,Millions,6642144.7
25562,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2015,US Dollar,Millions,6961457.1
25563,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2016,US Dollar,Millions,7520926.2
25564,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2017,US Dollar,Millions,8053379.1
25565,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2018,US Dollar,Millions,8867573.0
25566,IND,India,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2019,US Dollar,Millions,9459825.8
25567,IND,India,GDP per head of population,"USD, current prices, current PPPs",1997,US Dollar,Units,1749.0224420000002
25568,IND,India,GDP per head of population,"USD, current prices, current PPPs",1998,US Dollar,Units,1842.3491379999998
25569,IND,India,GDP per head of population,"USD, current prices, current PPPs",1999,US Dollar,Units,1987.7597870000002
25570,IND,India,GDP per head of population,"USD, current prices, current PPPs",2000,US Dollar,Units,2112.431471
25571,IND,India,GDP per head of population,"USD, current prices, current PPPs",2001,US Dollar,Units,2211.5505550000003
25572,IND,India,GDP per head of population,"USD, current prices, current PPPs",2002,US Dollar,Units,2296.881867
25573,IND,India,GDP per head of population,"USD, current prices, current PPPs",2003,US Dollar,Units,2458.723673
25574,IND,India,GDP per head of population,"USD, current prices, current PPPs",2004,US Dollar,Units,2670.248271
25575,IND,India,GDP per head of population,"USD, current prices, current PPPs",2005,US Dollar,Units,2927.415093
25576,IND,India,GDP per head of population,"USD, current prices, current PPPs",2006,US Dollar,Units,3176.297458
25577,IND,India,GDP per head of population,"USD, current prices, current PPPs",2007,US Dollar,Units,3501.254429
25578,IND,India,GDP per head of population,"USD, current prices, current PPPs",2008,US Dollar,Units,3730.872765
25579,IND,India,GDP per head of population,"USD, current prices, current PPPs",2009,US Dollar,Units,3802.637799
25580,IND,India,GDP per head of population,"USD, current prices, current PPPs",2010,US Dollar,Units,4151.154917
25581,IND,India,GDP per head of population,"USD, current prices, current PPPs",2011,US Dollar,Units,4515.004016
25582,IND,India,GDP per head of population,"USD, current prices, current PPPs",2012,US Dollar,Units,4828.544211
25583,IND,India,GDP per head of population,"USD, current prices, current PPPs",2013,US Dollar,Units,5023.364748
25584,IND,India,GDP per head of population,"USD, current prices, current PPPs",2014,US Dollar,Units,5242.418863
25585,IND,India,GDP per head of population,"USD, current prices, current PPPs",2015,US Dollar,Units,5425.921356
25586,IND,India,GDP per head of population,"USD, current prices, current PPPs",2016,US Dollar,Units,5789.781524
25587,IND,India,GDP per head of population,"USD, current prices, current PPPs",2017,US Dollar,Units,6134.098242
25588,IND,India,GDP per head of population,"USD, current prices, current PPPs",2018,US Dollar,Units,6684.520966
25589,IND,India,GDP per head of population,"USD, current prices, current PPPs",2019,US Dollar,Units,7059.077506999999
25590,IND,India,GDP per person employed,"USD, current prices, current PPPs",1997,US Dollar,Units,4369.277838
25591,IND,India,GDP per person employed,"USD, current prices, current PPPs",1998,US Dollar,Units,4628.820173
25592,IND,India,GDP per person employed,"USD, current prices, current PPPs",1999,US Dollar,Units,5017.4104640000005
25593,IND,India,GDP per person employed,"USD, current prices, current PPPs",2000,US Dollar,Units,5305.249629
25594,IND,India,GDP per person employed,"USD, current prices, current PPPs",2001,US Dollar,Units,5506.514644
25595,IND,India,GDP per person employed,"USD, current prices, current PPPs",2002,US Dollar,Units,5665.835063
25596,IND,India,GDP per person employed,"USD, current prices, current PPPs",2003,US Dollar,Units,6001.690172
25597,IND,India,GDP per person employed,"USD, current prices, current PPPs",2004,US Dollar,Units,6445.038225
25598,IND,India,GDP per person employed,"USD, current prices, current PPPs",2005,US Dollar,Units,7127.564642
25599,IND,India,GDP per person employed,"USD, current prices, current PPPs",2006,US Dollar,Units,7839.621813
25600,IND,India,GDP per person employed,"USD, current prices, current PPPs",2007,US Dollar,Units,8744.775602
25601,IND,India,GDP per person employed,"USD, current prices, current PPPs",2008,US Dollar,Units,9412.703635
25602,IND,India,GDP per person employed,"USD, current prices, current PPPs",2009,US Dollar,Units,9667.656606
25603,IND,India,GDP per person employed,"USD, current prices, current PPPs",2010,US Dollar,Units,10688.694722
25604,IND,India,GDP per person employed,"USD, current prices, current PPPs",2011,US Dollar,Units,11664.848776
25605,IND,India,GDP per person employed,"USD, current prices, current PPPs",2012,US Dollar,Units,12494.923248000001
25606,IND,India,GDP per person employed,"USD, current prices, current PPPs",2013,US Dollar,Units,12987.862661
25607,IND,India,GDP per person employed,"USD, current prices, current PPPs",2014,US Dollar,Units,13749.404247
25608,IND,India,GDP per person employed,"USD, current prices, current PPPs",2015,US Dollar,Units,14421.942246
25609,IND,India,GDP per person employed,"USD, current prices, current PPPs",2016,US Dollar,Units,15567.601436
25610,IND,India,GDP per person employed,"USD, current prices, current PPPs",2017,US Dollar,Units,16530.232642
25611,IND,India,GDP per person employed,"USD, current prices, current PPPs",2018,US Dollar,Units,18057.394616999998
25612,IND,India,GDP per person employed,"USD, current prices, current PPPs",2019,US Dollar,Units,19010.306276
25613,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1997,US Dollar,Millions,2064605.1
25614,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1998,US Dollar,Millions,2188046.7
25615,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1999,US Dollar,Millions,2339370.8
25616,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2000,US Dollar,Millions,2472544.5
25617,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2001,US Dollar,Millions,2568600.7
25618,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2002,US Dollar,Millions,2685682.8
25619,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2003,US Dollar,Millions,2869700.5
25620,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2004,US Dollar,Millions,3096320.9
25621,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2005,US Dollar,Millions,3381519.6
25622,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2006,US Dollar,Millions,3699133.8
25623,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2007,US Dollar,Millions,4071921.8
25624,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2008,US Dollar,Millions,4323847.3
25625,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2009,US Dollar,Millions,4541669.8
25626,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2010,US Dollar,Millions,5041132.7
25627,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2011,US Dollar,Millions,5437959.4
25628,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2012,US Dollar,Millions,5705814.3
25629,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2013,US Dollar,Millions,6055347.6
25630,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2014,US Dollar,Millions,6476976.1
25631,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2015,US Dollar,Millions,6961457.1
25632,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2016,US Dollar,Millions,7588134.2
25633,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2017,US Dollar,Millions,8085341.2
25634,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2018,US Dollar,Millions,8631595.2
25635,IND,India,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2019,US Dollar,Millions,9050265.2
25636,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",1997,US Dollar,Units,2116.825687
25637,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",1998,US Dollar,Units,2203.726843
25638,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",1999,US Dollar,Units,2315.318613
25639,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2000,US Dollar,Units,2405.660605
25640,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2001,US Dollar,Units,2457.613303
25641,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2002,US Dollar,Units,2527.669541
25642,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2003,US Dollar,Units,2657.518266
25643,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2004,US Dollar,Units,2822.248328
25644,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2005,US Dollar,Units,3034.82688
25645,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2006,US Dollar,Units,3272.535175
25646,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2007,US Dollar,Units,3551.683901
25647,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2008,US Dollar,Units,3719.1327409999994
25648,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2009,US Dollar,Units,3853.0694229999995
25649,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2010,US Dollar,Units,4188.6531350000005
25650,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2011,US Dollar,Units,4457.34377
25651,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2012,US Dollar,Units,4620.092551
25652,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2013,US Dollar,Units,4840.405755
25653,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2014,US Dollar,Units,5112.056906
25654,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2015,US Dollar,Units,5425.921356
25655,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2016,US Dollar,Units,5841.519784
25656,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2017,US Dollar,Units,6158.443136
25657,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2018,US Dollar,Units,6506.637057
25658,IND,India,GDP per head of population,"USD, constant prices, 2015 PPPs",2019,US Dollar,Units,6753.456655
25659,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",1997,US Dollar,Units,5288.096561
25660,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",1998,US Dollar,Units,5536.765565
25661,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",1999,US Dollar,Units,5844.219161999999
25662,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2000,US Dollar,Units,6041.677662
25663,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2001,US Dollar,Units,6119.183489999999
25664,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2002,US Dollar,Units,6235.13073
25665,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2003,US Dollar,Units,6486.943381
25666,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2004,US Dollar,Units,6811.912792
25667,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2005,US Dollar,Units,7389.0869840000005
25668,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2006,US Dollar,Units,8077.152246
25669,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2007,US Dollar,Units,8870.728865000001
25670,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2008,US Dollar,Units,9383.084462
25671,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2009,US Dollar,Units,9795.871717
25672,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2010,US Dollar,Units,10785.247855
25673,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2011,US Dollar,Units,11515.879241
25674,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2012,US Dollar,Units,11955.508597
25675,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2013,US Dollar,Units,12514.823893
25676,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2014,US Dollar,Units,13407.501149
25677,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2015,US Dollar,Units,14421.942246
25678,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2016,US Dollar,Units,15706.715599000001
25679,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2017,US Dollar,Units,16595.837519999997
25680,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2018,US Dollar,Units,17576.863557
25681,IND,India,GDP per person employed,"USD, constant prices, 2015 PPPs",2019,US Dollar,Units,18187.260206
25682,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1997,Percentage,Units,19.887670999999997
25683,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1998,Percentage,Units,20.184015
25684,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1999,Percentage,Units,20.854319
25685,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2000,Percentage,Units,21.177227
25686,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2001,Percentage,Units,21.843360999999998
25687,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2002,Percentage,Units,22.315056
25688,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2003,Percentage,Units,23.17138
25689,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2004,Percentage,Units,23.985792
25690,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2005,Percentage,Units,25.020542000000003
25691,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2006,Percentage,Units,25.989522
25692,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2007,Percentage,Units,27.775702000000003
25693,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2008,Percentage,Units,29.481015999999997
25694,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2009,Percentage,Units,31.021153
25695,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2010,Percentage,Units,33.324343
25696,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2011,Percentage,Units,35.440089
25697,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2012,Percentage,Units,36.817
25698,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2013,Percentage,Units,37.439887
25699,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2014,Percentage,Units,37.896086
25700,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2015,Percentage,Units,38.169439000000004
25701,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2016,Percentage,Units,40.122145
25702,IND,India,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2017,Percentage,Units,41.208552000000005
